id	definition_source	definition	definition_pp	definition_description	specific	specific_pp	level_5	level_5_pp	subclass	subclass_pp	class	class_pp	superclass	superclass_pp
4645	subclass	Anisoles	0.6620	Organic compounds containing a methoxybenzene or a derivative thereof.	Anisoles	0.6620			Anisoles	0.6620	Phenol ethers	0.6790	Benzenoids	0.9690
4646	subclass	Dicarboxylic acids and derivatives	0.6190	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.6190			Dicarboxylic acids and derivatives	0.6190	Carboxylic acids and derivatives	0.9490	Organic acids and derivatives	0.9780
4647	level_5	Monosaccharides	0.9840	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.6870	Monosaccharides	0.9840	Carbohydrates and carbohydrate conjugates	0.9930	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4648	subclass	Anisoles	0.9220	Organic compounds containing a methoxybenzene or a derivative thereof.	Anisoles	0.9220			Anisoles	0.9220	Phenol ethers	0.9660	Benzenoids	0.9990
4649	level_5	Glycosyl compounds	0.7400	Carbohydrate derivatives in which a sugar group is bonded through its anomeric carbon to another group via a C-, S-,N-,O-, or Se- glycosidic bond.	O-glycosyl compounds	0.8400	Glycosyl compounds	0.7400	Carbohydrates and carbohydrate conjugates	0.9370	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4652	subclass	Fatty acid esters	0.8550	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.8550			Fatty acid esters	0.8550	Fatty Acyls	0.9860	Lipids and lipid-like molecules	0.9940
4653	level_5	Amino acids and derivatives	0.9930	Organic compounds containing an amine group, a carboxylic acid group (or a derivative thereof), and a side-chain that is specific to each amino acid.	Phenylalanine and derivatives	0.5050	Amino acids and derivatives	0.9930	Amino acids, peptides, and analogues	0.9920	Carboxylic acids and derivatives	0.9850	Organic acids and derivatives	0.9890
4654	superclass	Benzenoids	0.5350	Aromatic compounds containing one or more benzene rings.	Benzenoids	0.5350							Benzenoids	0.5350
4657	subclass	Dicarboxylic acids and derivatives	0.7000	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.7000			Dicarboxylic acids and derivatives	0.7000	Carboxylic acids and derivatives	0.9460	Organic acids and derivatives	0.9620
4658	level_5	Secondary alcohols	0.6720	Compounds containing a secondary alcohol functional group, with the general structure HOC(R)(R') (R,R'=alkyl, aryl).	Secondary alcohols	0.6720	Secondary alcohols	0.6720	Alcohols and polyols	0.8940	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4659	level_5	Monosaccharides	0.9630	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.6710	Monosaccharides	0.9630	Carbohydrates and carbohydrate conjugates	0.9930	Organooxygen compounds	0.9960	Organic oxygen compounds	1.0000
4660	subclass	Sesquiterpenoids	0.6230	Terpenes with three consecutive isoprene units.	Sesquiterpenoids	0.6230			Sesquiterpenoids	0.6230	Prenol lipids	0.8650	Lipids and lipid-like molecules	0.9670
4661	subclass	Fatty acid esters	0.8830	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.8830			Fatty acid esters	0.8830	Fatty Acyls	0.9710	Lipids and lipid-like molecules	0.9920
4665	null	null	null	null	Lignans, neolignans and related compounds	0.1520							Lignans, neolignans and related compounds	0.1520
4666	level_5	Disaccharides	0.7530	Compounds containing two carbohydrate moieties linked to each to each other through a glycosidic bond, no set of three or more glycosidically linked carbohydrate units.	Disaccharides	0.7530	Disaccharides	0.7530	Carbohydrates and carbohydrate conjugates	0.9960	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4667	level_5	Carboxylic acid esters	0.7500	Carboxylic acid derivatives in which the carbon atom from the carbonyl group is attached to an alkyl or an aryl moiety through an oxygen atom (forming an ester group).	Carboxylic acid esters	0.7500	Carboxylic acid esters	0.7500	Carboxylic acid derivatives	0.8720	Carboxylic acids and derivatives	0.8850	Organic acids and derivatives	0.8310
4671	subclass	1-hydroxy-2-unsubstituted benzenoids	0.7750	Phenols that a unsubstituted at the 2-position.	1-hydroxy-2-unsubstituted benzenoids	0.7750			1-hydroxy-2-unsubstituted benzenoids	0.7750	Phenols	0.8180	Benzenoids	0.9990
4672	class	Organothiophosphorus compounds	0.7420	Organic derivatives of thiophosphonic acid, thiophosphoric acid, dithiophosphoric acid, or phosphorotrithioic acid, or derivatives thereof. Thiophosphonic acid, dithiophosphoric acid, thiophosphoric acid, and phosphorotrithioic acid are thiophosphorus compounds with the formula OP(O)(=S), OP(S)(=S)O, OP(O)(=S)O, and OP(=S)(S)S, respectively.	Organothiophosphorus compounds	0.7420					Organothiophosphorus compounds	0.7420	Organophosphorus compounds	0.8570
4673	superclass	Lignans, neolignans and related compounds	0.5250	Plant products of low molecular weight formed primarily from oxidative coupling of two p-propylphenol moieties. They can also be described as micromolecules with two phenylpropanoid units coupled together. They can be attached in various manners, like C5-C5', C8-C8'. Most known natural lignans are oxidized at C9 and C9´ and, based upon the way in which oxygen is incorporated into the skeleton and on the cyclization patterns, a wide range of lignans of very different structural types can be formed.	Lignans, neolignans and related compounds	0.5250							Lignans, neolignans and related compounds	0.5250
4674	class	Benzene and substituted derivatives	0.5680	Aromatic compounds containing one monocyclic ring system consisting of benzene.	Benzene and substituted derivatives	0.5680					Benzene and substituted derivatives	0.5680	Benzenoids	0.4190
4675	level_5	Iridoid O-glycosides	0.8960	Iridoid monoterpenes containing a glycosyl (usually a pyranosyl) moiety linked to the iridoid skeleton.	Iridoid O-glycosides	0.8960	Iridoid O-glycosides	0.8960	Terpene glycosides	0.9890	Prenol lipids	0.9700	Lipids and lipid-like molecules	0.9300
4676	subclass	Fatty acid esters	0.7030	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.7030			Fatty acid esters	0.7030	Fatty Acyls	0.9940	Lipids and lipid-like molecules	0.9980
4677	superclass	Lipids and lipid-like molecules	0.5940	Fatty acids and their derivatives, and substances related biosynthetically or functionally to these compounds.	Lipids and lipid-like molecules	0.5940							Lipids and lipid-like molecules	0.5940
4679	subclass	Sesquiterpenoids	0.5780	Terpenes with three consecutive isoprene units.	Sesquiterpenoids	0.5780			Sesquiterpenoids	0.5780	Prenol lipids	0.4800	Lipids and lipid-like molecules	0.7860
4680	subclass	Benzenediols	0.5200	Organic compounds containing two hydroxyl groups attached to a benzene ring.	Benzenediols	0.5200			Benzenediols	0.5200	Phenols	0.8160	Benzenoids	0.9770
4681	subclass	Fatty acid esters	0.8390	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.8390			Fatty acid esters	0.8390	Fatty Acyls	0.9900	Lipids and lipid-like molecules	0.9880
4684	null	null	null	null	Lignans, neolignans and related compounds	0.0150							Lignans, neolignans and related compounds	0.0150
4687	level_5	Glycosyl compounds	0.9400	Carbohydrate derivatives in which a sugar group is bonded through its anomeric carbon to another group via a C-, S-,N-,O-, or Se- glycosidic bond.	Glycosylamines	0.0000	Glycosyl compounds	0.9400	Carbohydrates and carbohydrate conjugates	0.9350	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4688	subclass	Fatty acid esters	0.5650	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.5650			Fatty acid esters	0.5650	Fatty Acyls	0.8200	Lipids and lipid-like molecules	0.7740
4689	subclass	Fatty acid esters	0.7010	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.7010			Fatty acid esters	0.7010	Fatty Acyls	0.8720	Lipids and lipid-like molecules	0.9160
4691	level_5	Monosaccharides	0.9940	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.8820	Monosaccharides	0.9940	Carbohydrates and carbohydrate conjugates	1.0000	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4693	subclass	Gamma butyrolactones	0.5510	Compounds containing a gamma butyrolactone moiety, which consists of an aliphatic five-member ring with four carbon atoms, one oxygen atom, and bears a ketone group on the carbon adjacent to the oxygen atom.	Gamma butyrolactones	0.5510			Gamma butyrolactones	0.5510	Lactones	0.9450	Organoheterocyclic compounds	0.9850
4694	superclass	Organoheterocyclic compounds	0.9950	Compounds containing a ring with least one carbon atom and one non-carbon atom.	Indoles and derivatives	0.0000					Indoles and derivatives	0.0000	Organoheterocyclic compounds	0.9950
4697	level_5	Glycosyl compounds	0.9980	Carbohydrate derivatives in which a sugar group is bonded through its anomeric carbon to another group via a C-, S-,N-,O-, or Se- glycosidic bond.	Phenolic glycosides	0.7460	Glycosyl compounds	0.9980	Carbohydrates and carbohydrate conjugates	1.0000	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4698	subclass	Lineolic acids and derivatives	0.6750	Derivatives of lineolic acid. Lineolic acid is a polyunsaturated omega-6 18 carbon long fatty acid, with two CC double bonds at the 9- and 12-positions.	Lineolic acids and derivatives	0.6750			Lineolic acids and derivatives	0.6750	Fatty Acyls	0.9450	Lipids and lipid-like molecules	0.9870
4699	class	Fatty Acyls	0.5170	Organic molecules synthesized by chain elongation of an acetyl-CoA primer with malonyl-CoA (or methylmalonyl-CoA) groups that might contain a cyclic functionality and/or are substituted with heteroatoms.	Fatty acid esters	0.3610			Fatty acid esters	0.3610	Fatty Acyls	0.5170	Lipids and lipid-like molecules	0.5600
4700	level_5	Amino acids and derivatives	0.9300	Organic compounds containing an amine group, a carboxylic acid group (or a derivative thereof), and a side-chain that is specific to each amino acid.	Alpha amino acids and derivatives	0.9180	Amino acids and derivatives	0.9300	Amino acids, peptides, and analogues	0.9270	Carboxylic acids and derivatives	0.9700	Organic acids and derivatives	0.9620
4701	level_5	Long-chain fatty acids	0.6890	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.6890	Long-chain fatty acids	0.6890	Fatty acids and conjugates	0.8890	Fatty Acyls	0.9990	Lipids and lipid-like molecules	1.0000
4702	subclass	Furofuran lignans	0.7890	Lignans with a structure based on 1,4-diphenyl-hexahydrofuro[3,4-c]furan skeleton.	Furofuran lignans	0.7890			Furofuran lignans	0.7890	Furanoid lignans	0.9690	Lignans, neolignans and related compounds	0.9940
4703	subclass	Fatty acid esters	0.5160	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.5160			Fatty acid esters	0.5160	Fatty Acyls	0.7860	Lipids and lipid-like molecules	0.8640
4704	level_5	Tertiary alcohols	0.6050	Compounds in which a hydroxy group, -OH, is attached to a saturated carbon atom R3COH (R not H ).	Tertiary alcohols	0.6050	Tertiary alcohols	0.6050	Alcohols and polyols	0.9360	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4706	level_5	Carboxylic acid esters	0.6900	Carboxylic acid derivatives in which the carbon atom from the carbonyl group is attached to an alkyl or an aryl moiety through an oxygen atom (forming an ester group).	Carboxylic acid esters	0.6900	Carboxylic acid esters	0.6900	Carboxylic acid derivatives	0.8110	Carboxylic acids and derivatives	0.7810	Organic acids and derivatives	0.7830
4707	class	Fatty Acyls	0.6810	Organic molecules synthesized by chain elongation of an acetyl-CoA primer with malonyl-CoA (or methylmalonyl-CoA) groups that might contain a cyclic functionality and/or are substituted with heteroatoms.	Fatty Acyls	0.6810					Fatty Acyls	0.6810	Lipids and lipid-like molecules	0.5400
4709	level_5	Carboxylic acid esters	0.7500	Carboxylic acid derivatives in which the carbon atom from the carbonyl group is attached to an alkyl or an aryl moiety through an oxygen atom (forming an ester group).	Carboxylic acid esters	0.7500	Carboxylic acid esters	0.7500	Carboxylic acid derivatives	0.9120	Carboxylic acids and derivatives	0.9540	Organic acids and derivatives	0.9760
4710	level_5	Glycosyl compounds	0.9140	Carbohydrate derivatives in which a sugar group is bonded through its anomeric carbon to another group via a C-, S-,N-,O-, or Se- glycosidic bond.	Glycosylamines	0.9130	Glycosyl compounds	0.9140	Carbohydrates and carbohydrate conjugates	0.9630	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
4711	null	null	null	null	Benzenoids	0.0060							Benzenoids	0.0060
4712	subclass	Anisoles	0.9060	Organic compounds containing a methoxybenzene or a derivative thereof.	Anisoles	0.9060			Anisoles	0.9060	Phenol ethers	0.9080	Benzenoids	0.7770
4713	subclass	Benzenediols	0.7500	Organic compounds containing two hydroxyl groups attached to a benzene ring.	Benzenediols	0.7500			Benzenediols	0.7500	Phenols	0.8620	Benzenoids	0.9660
4714	null	null	null	null	Steroids and steroid derivatives	0.0020					Steroids and steroid derivatives	0.0020	Lipids and lipid-like molecules	0.0890
4715	subclass	Terpene glycosides	0.5470	Prenol lipids containing a carbohydrate moiety glycosidically bound to a terpene backbone.	Terpene glycosides	0.5470			Terpene glycosides	0.5470	Prenol lipids	0.2810	Lipids and lipid-like molecules	0.4990
4716	class	Organooxygen compounds	0.9980	Organic compounds containing a bond between a carbon atom and an oxygen atom.	Glycosylamines	0.7070	Glycosyl compounds	0.3970	Carbohydrates and carbohydrate conjugates	0.1820	Organooxygen compounds	0.9980	Organic oxygen compounds	1.0000
4717	level_5	Aryl phosphates	0.7820	Organophosphorus compounds having a phosphate group substituted by one or more aryl groups.	Aryl phosphates	0.7820	Aryl phosphates	0.7820	Phosphate esters	0.5670	Organic phosphoric acids and derivatives	0.9220	Organic acids and derivatives	0.9900
4718	level_5	Aminopyrimidines and derivatives	0.5960	Organic compounds containing an amino group attached to a pyrimidine ring. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.	Aminopyrimidines and derivatives	0.5960	Aminopyrimidines and derivatives	0.5960	Pyrimidines and pyrimidine derivatives	0.8730	Diazines	0.8680	Organoheterocyclic compounds	0.9560
4720	level_5	Fatty acyl glycosides of mono- and disaccharides	0.6050	Compounds composed of a mono- or disaccharide moiety linked to one hydroxyl group of a fatty alcohol or of a phosphorylated alcohol (phosphoprenols), a hydroxy fatty acid or to one carboxyl group of a fatty acid (ester linkage) or to an amino alcohol.	Fatty acyl glycosides of mono- and disaccharides	0.6050	Fatty acyl glycosides of mono- and disaccharides	0.6050	Fatty acyl glycosides	0.6400	Fatty Acyls	0.9600	Lipids and lipid-like molecules	0.9590
